שנה,שם יישוב,סמל היישוב,אזור סטטיסטי,קבוצת אוכלוסיה,מין,סה''כ
2016,אום אל-פחם,"2,710","סה""כ",לא יהודים,"סה""כ","53,306"
2016,אום אל-פחם,"2,710","סה""כ",לא יהודים,זכר,"27,103"
2016,אום אל-פחם,"2,710","סה""כ",לא יהודים,נקבה,"26,203"
2015,אום אל-פחם,"2,710","סה""כ",לא יהודים,"סה""כ","52,500"
2015,אום אל-פחם,"2,710","סה""כ",לא יהודים,זכר,"26,680"
2015,אום אל-פחם,"2,710","סה""כ",לא יהודים,נקבה,"25,820"
2019,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,נקבה,536
2019,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,זכר,580
2019,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,"סה""כ","1,117"
2018,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,זכר,566
2018,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,נקבה,527
2018,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,"סה""כ","1,093"
2017,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,"סה""כ","1,071"
2017,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,נקבה,515
2017,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,זכר,556
2016,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,נקבה,508
2016,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,"סה""כ","1,052"
2016,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,זכר,543
2015,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,זכר,534
2015,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,נקבה,503
2015,אום אל-קוטוף,"2,024","סה""כ",לא יהודים,"סה""כ","1,037"
2019,אום בטין,"1,358","סה""כ",לא יהודים,נקבה,"2,143"
2019,אום בטין,"1,358","סה""כ",לא יהודים,"סה""כ","4,277"
2019,אום בטין,"1,358","סה""כ",לא יהודים,זכר,"2,134"
2018,אום בטין,"1,358","סה""כ",לא יהודים,זכר,"2,042"
2018,אום בטין,"1,358","סה""כ",לא יהודים,"סה""כ","4,093"
2018,אום בטין,"1,358","סה""כ",לא יהודים,נקבה,"2,051"
2017,אום בטין,"1,358","סה""כ",לא יהודים,"סה""כ","3,443"
2017,אום בטין,"1,358","סה""כ",לא יהודים,זכר,"1,717"
2017,אום בטין,"1,358","סה""כ",לא יהודים,נקבה,"1,727"
2016,אום בטין,"1,358","סה""כ",לא יהודים,"סה""כ","3,274"
2016,אום בטין,"1,358","סה""כ",לא יהודים,נקבה,"1,638"
2016,אום בטין,"1,358","סה""כ",לא יהודים,זכר,"1,636"
2015,אום בטין,"1,358","סה""כ",לא יהודים,"סה""כ","3,080"
2015,אום בטין,"1,358","סה""כ",לא יהודים,זכר,"1,558"
2015,אום בטין,"1,358","סה""כ",לא יהודים,נקבה,"1,522"
2019,אומן,"1,108","סה""כ",יהודים,נקבה,202
2019,אומן,"1,108","סה""כ",יהודים,זכר,185
2019,אומן,"1,108","סה""כ",יהודים,"סה""כ",387
2018,אומן,"1,108","סה""כ",יהודים,נקבה,183
2018,אומן,"1,108","סה""כ",יהודים,זכר,184
2018,אומן,"1,108","סה""כ",יהודים,"סה""כ",367
2017,אומן,"1,108","סה""כ",יהודים,"סה""כ",355
2017,אומן,"1,108","סה""כ",יהודים,זכר,178
2017,אומן,"1,108","סה""כ",יהודים,נקבה,177
2016,אומן,"1,108","סה""כ",יהודים,"סה""כ",323
2016,אומן,"1,108","סה""כ",יהודים,זכר,160
2016,אומן,"1,108","סה""כ",יהודים,נקבה,164
2015,אומן,"1,108","סה""כ",יהודים,"סה""כ",327
2015,אומן,"1,108","סה""כ",יהודים,נקבה,161
2015,אומן,"1,108","סה""כ",יהודים,זכר,165
2019,אומץ,680,"סה""כ",יהודים,נקבה,415
2019,אומץ,680,"סה""כ",יהודים,זכר,434
2019,אומץ,680,"סה""כ",יהודים,"סה""כ",849
2018,אומץ,680,"סה""כ",יהודים,"סה""כ",832
2018,אומץ,680,"סה""כ",יהודים,זכר,421
2018,אומץ,680,"סה""כ",יהודים,נקבה,411
2017,אומץ,680,"סה""כ",יהודים,"סה""כ",795
2017,אומץ,680,"סה""כ",יהודים,זכר,404
2017,אומץ,680,"סה""כ",יהודים,נקבה,391
2016,אומץ,680,"סה""כ",יהודים,נקבה,387
2016,אומץ,680,"סה""כ",יהודים,"סה""כ",790
2016,אומץ,680,"סה""כ",יהודים,זכר,402
2015,אומץ,680,"סה""כ",יהודים,"סה""כ",782
2015,אומץ,680,"סה""כ",יהודים,זכר,394
2015,אומץ,680,"סה""כ",יהודים,נקבה,388
2019,אופקים,31,"סה""כ",יהודים,נקבה,"15,491"
2019,אופקים,31,"סה""כ",יהודים,זכר,"15,171"
2019,אופקים,31,"סה""כ",יהודים,"סה""כ","30,662"
2018,אופקים,31,"סה""כ",יהודים,נקבה,"14,662"
2018,אופקים,31,"סה""כ",יהודים,זכר,"14,359"
2018,אופקים,31,"סה""כ",יהודים,"סה""כ","29,021"
2017,אופקים,31,"סה""כ",יהודים,נקבה,"14,133"
2017,אופקים,31,"סה""כ",יהודים,זכר,"13,637"
2017,אופקים,31,"סה""כ",יהודים,"סה""כ","27,771"
2016,אופקים,31,"סה""כ",יהודים,"סה""כ","26,625"
2016,אופקים,31,"סה""כ",יהודים,זכר,"13,087"
2016,אופקים,31,"סה""כ",יהודים,נקבה,"13,538"
2015,אופקים,31,"סה""כ",יהודים,נקבה,"13,050"
2015,אופקים,31,"סה""כ",יהודים,זכר,"12,588"
2015,אופקים,31,"סה""כ",יהודים,"סה""כ","25,638"
2019,אופקים,31,1,יהודים,נקבה,"2,687"
2019,אופקים,31,1,יהודים,זכר,"2,560"
2019,אופקים,31,1,יהודים,"סה""כ","5,246"
2018,אופקים,31,1,יהודים,נקבה,"2,625"
2018,אופקים,31,1,יהודים,זכר,"2,528"
2018,אופקים,31,1,יהודים,"סה""כ","5,153"
2017,אופקים,31,1,יהודים,"סה""כ","4,929"
2017,אופקים,31,1,יהודים,זכר,"2,422"
2017,אופקים,31,1,יהודים,נקבה,"2,507"
2016,אופקים,31,1,יהודים,נקבה,"2,477"
2016,אופקים,31,1,יהודים,"סה""כ","4,824"
2016,אופקים,31,1,יהודים,זכר,"2,347"
2015,אופקים,31,1,יהודים,נקבה,"2,365"
2015,אופקים,31,1,יהודים,זכר,"2,215"
2015,אופקים,31,1,יהודים,"סה""כ","4,580"
2019,אופקים,31,2,יהודים,זכר,"1,389"
2019,אופקים,31,2,יהודים,נקבה,"1,384"
2019,אופקים,31,2,יהודים,"סה""כ","2,773"
2018,אופקים,31,2,יהודים,זכר,"1,426"
2018,אופקים,31,2,יהודים,נקבה,"1,434"
2018,אופקים,31,2,יהודים,"סה""כ","2,860"
2017,אופקים,31,2,יהודים,"סה""כ","2,848"
2017,אופקים,31,2,יהודים,זכר,"1,411"
2017,אופקים,31,2,יהודים,נקבה,"1,437"
2016,אופקים,31,2,יהודים,"סה""כ","2,803"
2016,אופקים,31,2,יהודים,זכר,"1,392"
2016,אופקים,31,2,יהודים,נקבה,"1,411"
2015,אופקים,31,2,יהודים,"סה""כ","2,800"
2015,אופקים,31,2,יהודים,זכר,"1,399"
2015,אופקים,31,2,יהודים,נקבה,"1,401"
2019,אופקים,31,3,יהודים,"סה""כ","3,045"
2019,אופקים,31,3,יהודים,נקבה,"1,629"
2019,אופקים,31,3,יהודים,זכר,"1,416"
2018,אופקים,31,3,יהודים,"סה""כ","3,026"
2018,אופקים,31,3,יהודים,זכר,"1,404"
2018,אופקים,31,3,יהודים,נקבה,"1,621"
2017,אופקים,31,3,יהודים,"סה""כ","3,068"
2017,אופקים,31,3,יהודים,זכר,"1,399"
2017,אופקים,31,3,יהודים,נקבה,"1,669"
2016,אופקים,31,3,יהודים,"סה""כ","3,083"
2016,אופקים,31,3,יהודים,זכר,"1,423"
2016,אופקים,31,3,יהודים,נקבה,"1,660"
2015,אופקים,31,3,יהודים,"סה""כ","3,028"
2015,אופקים,31,3,יהודים,זכר,"1,380"
2015,אופקים,31,3,יהודים,נקבה,"1,648"
2019,אופקים,31,4,יהודים,זכר,"1,579"
2019,אופקים,31,4,יהודים,נקבה,"1,472"
2019,אופקים,31,4,יהודים,"סה""כ","3,051"
2018,אופקים,31,4,יהודים,זכר,"1,569"
2018,אופקים,31,4,יהודים,"סה""כ","3,015"
2018,אופקים,31,4,יהודים,נקבה,"1,447"
2017,אופקים,31,4,יהודים,"סה""כ","2,999"
2017,אופקים,31,4,יהודים,זכר,"1,525"
2017,אופקים,31,4,יהודים,נקבה,"1,474"
2016,אופקים,31,4,יהודים,"סה""כ","2,988"
2016,אופקים,31,4,יהודים,זכר,"1,518"
2016,אופקים,31,4,יהודים,נקבה,"1,470"
2015,אופקים,31,4,יהודים,נקבה,"1,494"
2015,אופקים,31,4,יהודים,"סה""כ","3,046"
2015,אופקים,31,4,יהודים,זכר,"1,552"
2018,אופקים,31,5,יהודים,"סה""כ",4
2018,אופקים,31,5,יהודים,זכר,4
2017,אופקים,31,5,יהודים,"סה""כ",2
2017,אופקים,31,5,יהודים,זכר,2
2019,אופקים,31,6,יהודים,"סה""כ","6,123"
2019,אופקים,31,6,יהודים,נקבה,"3,144"
2019,אופקים,31,6,יהודים,זכר,"2,979"
2018,אופקים,31,6,יהודים,"סה""כ","6,140"
2018,אופקים,31,6,יהודים,זכר,"2,974"
2018,אופקים,31,6,יהודים,נקבה,"3,165"
2017,אופקים,31,6,יהודים,זכר,"2,972"
2017,אופקים,31,6,יהודים,נקבה,"3,214"
2017,אופקים,31,6,יהודים,"סה""כ","6,186"
2016,אופקים,31,6,יהודים,"סה""כ","6,099"
2016,אופקים,31,6,יהודים,זכר,"2,942"
2016,אופקים,31,6,יהודים,נקבה,"3,157"
2015,אופקים,31,6,יהודים,"סה""כ","6,470"
2015,אופקים,31,6,יהודים,זכר,"3,130"
2015,אופקים,31,6,יהודים,נקבה,"3,340"
2019,אופקים,31,7,יהודים,"סה""כ","10,424"
2019,אופקים,31,7,יהודים,זכר,"5,249"
2019,אופקים,31,7,יהודים,נקבה,"5,176"
2018,אופקים,31,7,יהודים,נקבה,"4,371"
2018,אופקים,31,7,יהודים,"סה""כ","8,824"
2018,אופקים,31,7,יהודים,זכר,"4,453"
2017,אופקים,31,7,יהודים,נקבה,"3,831"
2017,אופקים,31,7,יהודים,"סה""כ","7,738"
2017,אופקים,31,7,יהודים,זכר,"3,907"
2016,אופקים,31,7,יהודים,"סה""כ","6,828"
2016,אופקים,31,7,יהודים,זכר,"3,464"
2016,אופקים,31,7,יהודים,נקבה,"3,364"
2015,אופקים,31,7,יהודים,"סה""כ","5,715"
2015,אופקים,31,7,יהודים,זכר,"2,912"
2015,אופקים,31,7,יהודים,נקבה,"2,803"
2019,אור הגנוז,"1,294","סה""כ",יהודים,זכר,294
2019,אור הגנוז,"1,294","סה""כ",יהודים,נקבה,280
2019,אור הגנוז,"1,294","סה""כ",יהודים,"סה""כ",574
2018,אור הגנוז,"1,294","סה""כ",יהודים,זכר,282
2018,אור הגנוז,"1,294","סה""כ",יהודים,"סה""כ",548
2018,אור הגנוז,"1,294","סה""כ",יהודים,נקבה,267
2017,אור הגנוז,"1,294","סה""כ",יהודים,נקבה,269
2017,אור הגנוז,"1,294","סה""כ",יהודים,זכר,270
2017,אור הגנוז,"1,294","סה""כ",יהודים,"סה""כ",539
2016,אור הגנוז,"1,294","סה""כ",יהודים,נקבה,261
2016,אור הגנוז,"1,294","סה""כ",יהודים,זכר,253
2016,אור הגנוז,"1,294","סה""כ",יהודים,"סה""כ",514
2015,אור הגנוז,"1,294","סה""כ",יהודים,"סה""כ",454
2015,אור הגנוז,"1,294","סה""כ",יהודים,זכר,234
2015,אור הגנוז,"1,294","סה""כ",יהודים,נקבה,220
2019,אור הנר,67,"סה""כ",יהודים,"סה""כ",769
2019,אור הנר,67,"סה""כ",יהודים,זכר,383
2019,אור הנר,67,"סה""כ",יהודים,נקבה,385
2018,אור הנר,67,"סה""כ",יהודים,"סה""כ",754
2018,אור הנר,67,"סה""כ",יהודים,זכר,381
2018,אור הנר,67,"סה""כ",יהודים,נקבה,373
2017,אור הנר,67,"סה""כ",יהודים,"סה""כ",733
2017,אור הנר,67,"סה""כ",יהודים,נקבה,360
2017,אור הנר,67,"סה""כ",יהודים,זכר,373
2016,אור הנר,67,"סה""כ",יהודים,"סה""כ",718
2016,אור הנר,67,"סה""כ",יהודים,זכר,366
2016,אור הנר,67,"סה""כ",יהודים,נקבה,352
2015,אור הנר,67,"סה""כ",יהודים,"סה""כ",708
2015,אור הנר,67,"סה""כ",יהודים,זכר,365
2015,אור הנר,67,"סה""כ",יהודים,נקבה,343
2019,אור יהודה,"2,400","סה""כ",יהודים,נקבה,"18,597"
2019,אור יהודה,"2,400","סה""כ",יהודים,זכר,"18,215"
2019,אור יהודה,"2,400","סה""כ",יהודים,"סה""כ","36,813"
2018,אור יהודה,"2,400","סה""כ",יהודים,נקבה,"18,657"
2018,אור יהודה,"2,400","סה""כ",יהודים,זכר,"18,207"
2018,אור יהודה,"2,400","סה""כ",יהודים,"סה""כ","36,864"
2017,אור יהודה,"2,400","סה""כ",יהודים,נקבה,"18,547"
2017,אור יהודה,"2,400","סה""כ",יהודים,זכר,"18,159"
2017,אור יהודה,"2,400","סה""כ",יהודים,"סה""כ","36,706"
2016,אור יהודה,"2,400","סה""כ",יהודים,זכר,"18,089"
2016,אור יהודה,"2,400","סה""כ",יהודים,נקבה,"18,448"
2016,אור יהודה,"2,400","סה""כ",יהודים,"סה""כ","36,536"
2015,אור יהודה,"2,400","סה""כ",יהודים,נקבה,"18,261"
2015,אור יהודה,"2,400","סה""כ",יהודים,זכר,"17,902"
2015,אור יהודה,"2,400","סה""כ",יהודים,"סה""כ","36,164"
2019,אור יהודה,"2,400",1,יהודים,"סה""כ","5,920"
2019,אור יהודה,"2,400",1,יהודים,נקבה,"3,005"
2019,אור יהודה,"2,400",1,יהודים,זכר,"2,915"
2018,אור יהודה,"2,400",1,יהודים,נקבה,"2,998"
2018,אור יהודה,"2,400",1,יהודים,זכר,"2,879"
2018,אור יהודה,"2,400",1,יהודים,"סה""כ","5,877"
2017,אור יהודה,"2,400",1,יהודים,"סה""כ","5,764"
2017,אור יהודה,"2,400",1,יהודים,זכר,"2,866"
2017,אור יהודה,"2,400",1,יהודים,נקבה,"2,899"
2016,אור יהודה,"2,400",1,יהודים,נקבה,"2,794"
2016,אור יהודה,"2,400",1,יהודים,"סה""כ","5,533"
2016,אור יהודה,"2,400",1,יהודים,זכר,"2,739"
2015,אור יהודה,"2,400",1,יהודים,זכר,"2,516"
2015,אור יהודה,"2,400",1,יהודים,"סה""כ","5,136"
2015,אור יהודה,"2,400",1,יהודים,נקבה,"2,620"
2019,אור יהודה,"2,400",2,יהודים,נקבה,"1,311"
2019,אור יהודה,"2,400",2,יהודים,זכר,"1,178"
2019,אור יהודה,"2,400",2,יהודים,"סה""כ","2,489"
2018,אור יהודה,"2,400",2,יהודים,"סה""כ","2,576"
2018,אור יהודה,"2,400",2,יהודים,זכר,"1,206"
2018,אור יהודה,"2,400",2,יהודים,נקבה,"1,371"
2017,אור יהודה,"2,400",2,יהודים,נקבה,"1,352"
2017,אור יהודה,"2,400",2,יהודים,זכר,"1,192"
2017,אור יהודה,"2,400",2,יהודים,"סה""כ","2,543"
2016,אור יהודה,"2,400",2,יהודים,"סה""כ","2,643"
2016,אור יהודה,"2,400",2,יהודים,זכר,"1,239"
2016,אור יהודה,"2,400",2,יהודים,נקבה,"1,404"
2015,אור יהודה,"2,400",2,יהודים,נקבה,"1,351"
2015,אור יהודה,"2,400",2,יהודים,זכר,"1,221"
2015,אור יהודה,"2,400",2,יהודים,"סה""כ","2,572"
2019,אור יהודה,"2,400",3,יהודים,זכר,"1,147"
2019,אור יהודה,"2,400",3,יהודים,"סה""כ","2,332"
2019,אור יהודה,"2,400",3,יהודים,נקבה,"1,185"
2018,אור יהודה,"2,400",3,יהודים,נקבה,"1,172"
2018,אור יהודה,"2,400",3,יהודים,זכר,"1,150"
2018,אור יהודה,"2,400",3,יהודים,"סה""כ","2,323"
2017,אור יהודה,"2,400",3,יהודים,נקבה,"1,201"
2017,אור יהודה,"2,400",3,יהודים,"סה""כ","2,400"
2017,אור יהודה,"2,400",3,יהודים,זכר,"1,200"
2016,אור יהודה,"2,400",3,יהודים,נקבה,"1,195"
2016,אור יהודה,"2,400",3,יהודים,זכר,"1,234"
2016,אור יהודה,"2,400",3,יהודים,"סה""כ","2,429"
2015,אור יהודה,"2,400",3,יהודים,"סה""כ","2,450"
2015,אור יהודה,"2,400",3,יהודים,נקבה,"1,209"
2015,אור יהודה,"2,400",3,יהודים,זכר,"1,241"
2019,אור יהודה,"2,400",4,יהודים,נקבה,"1,783"
2019,אור יהודה,"2,400",4,יהודים,זכר,"1,721"
2019,אור יהודה,"2,400",4,יהודים,"סה""כ","3,505"
2018,אור יהודה,"2,400",4,יהודים,"סה""כ","3,465"
2018,אור יהודה,"2,400",4,יהודים,זכר,"1,705"
2018,אור יהודה,"2,400",4,יהודים,נקבה,"1,760"
2017,אור יהודה,"2,400",4,יהודים,"סה""כ","3,405"
2017,אור יהודה,"2,400",4,יהודים,זכר,"1,688"
2017,אור יהודה,"2,400",4,יהודים,נקבה,"1,717"
2016,אור יהודה,"2,400",4,יהודים,נקבה,"1,600"
2016,אור יהודה,"2,400",4,יהודים,זכר,"1,589"
2016,אור יהודה,"2,400",4,יהודים,"סה""כ","3,190"
2015,אור יהודה,"2,400",4,יהודים,נקבה,"1,623"
2015,אור יהודה,"2,400",4,יהודים,זכר,"1,593"
2015,אור יהודה,"2,400",4,יהודים,"סה""כ","3,216"
2019,אור יהודה,"2,400",5,יהודים,נקבה,"1,046"
2019,אור יהודה,"2,400",5,יהודים,זכר,"1,076"
2019,אור יהודה,"2,400",5,יהודים,"סה""כ","2,122"
2018,אור יהודה,"2,400",5,יהודים,"סה""כ","2,115"
2018,אור יהודה,"2,400",5,יהודים,זכר,"1,060"
2018,אור יהודה,"2,400",5,יהודים,נקבה,"1,055"
2017,אור יהודה,"2,400",5,יהודים,נקבה,"1,077"
